airline_sentiment,airline,text,hour_of_day,am_or_pm,day_of_week,weekend,tweet_length
neutral,United,@united looking back - never heard from anyone - I had to call and frankly got standard SOP - still think about it today,14,PM,Thursday,Weekday,Long
negative,United,@united Donna and Juan still the best in the United Club_ too bad UAL does not get it,14,PM,Thursday,Weekday,Short
neutral,United,@united I am on 1528 and my connecting flight is 909,14,PM,Thursday,Weekday,Short
neutral,United,@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm,14,PM,Thursday,Weekday,Short
negative,United,@united I just want to contact someone with a question &amp; not be put on hold for 5 minutes in order to be hung up on or sent to the pet line,14,PM,Thursday,Weekday,Long
neutral,United,@united can I access Frankfurt arrival lounge when I'm flying global first class?,14,PM,Thursday,Weekday,Short
negative,United,"@united keeps delaying my flight, horrible customer service",14,PM,Thursday,Weekday,Short
positive,United,@united has the best pilots ever Thank you guys for the great trip #thatisall,14,PM,Thursday,Weekday,Short
negative,United,@united - I really down think downgrading the booze/food selections at the club is a good way to go.  How about you look @aircanada?,14,PM,Thursday,Weekday,Long
negative,United,@united You guys are atrocious.  Far better service as silver on Delta than you as a platinum.  I'll be switching back to delta.,13,PM,Thursday,Weekday,Long
positive,United,@united I will thank you!,13,PM,Thursday,Weekday,Short
positive,United,@united thanks for making sure they hear the message!,13,PM,Thursday,Weekday,Short
neutral,United,@united @NTrustOpen can i go  #GolfUnited,13,PM,Thursday,Weekday,Short
neutral,United,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me,13,PM,Thursday,Weekday,Long
negative,United,@united I have and been denied! I called and got hung up on. Did speaks with manager on second call,13,PM,Thursday,Weekday,Short
negative,United,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK",13,PM,Thursday,Weekday,Short
negative,United,@united installed and working are not the same. Kicked me out after an hour and wouldn't let me back in. Four wasted hours.,13,PM,Thursday,Weekday,Long
neutral,United,@united i would like to know if its possiable to checkin online or must it be done at Schiphol?,13,PM,Thursday,Weekday,Short
neutral,United,@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?,13,PM,Thursday,Weekday,Long
negative,United,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!",13,PM,Thursday,Weekday,Long
neutral,United,@united What delivery service do you use? I'd like to call them myself.,13,PM,Thursday,Weekday,Short
negative,United,@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.,13,PM,Thursday,Weekday,Long
positive,United,@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC,13,PM,Thursday,Weekday,Short
positive,United,@united Thank you.,13,PM,Thursday,Weekday,Short
positive,United,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats",13,PM,Thursday,Weekday,Long
negative,United,@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?,13,PM,Thursday,Weekday,Long
negative,United,@united seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.,13,PM,Thursday,Weekday,Long
positive,United,@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J,13,PM,Thursday,Weekday,Short
positive,United,@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!,12,PM,Thursday,Weekday,Short
positive,United,@United Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj,12,PM,Thursday,Weekday,Short
positive,United,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely,12,PM,Thursday,Weekday,Long
negative,United,"@united ""We like hearing from you."" So why haven't you replied to my tweet and/or email yet? https://t.co/caf2cx3gfi",12,PM,Thursday,Weekday,Long
negative,United,@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.,12,PM,Thursday,Weekday,Long
negative,United,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg,12,PM,Thursday,Weekday,Long
negative,United,@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks,12,PM,Thursday,Weekday,Long
negative,United,@united As it always is. Helps to communicate to customers.,12,PM,Thursday,Weekday,Short
negative,United,@united I'm not as sure as you are. http://t.co/HSMpbSF4UF,12,PM,Thursday,Weekday,Short
negative,United,@united how does that help me with my customers that I couldn't meet with (and subsequently lost)?,12,PM,Thursday,Weekday,Short
positive,United,@united thank you. I will address it with them,12,PM,Thursday,Weekday,Short
negative,United,@united problem is on laptop not phone,12,PM,Thursday,Weekday,Short
negative,United,@united question - was given food vouchers but can't use on plane..how   come,12,PM,Thursday,Weekday,Short
neutral,United,@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.,12,PM,Thursday,Weekday,Long
neutral,United,@united please reroute Oregon Women's Tennis to Santa Barbara. There's supposedly another connection from LA.,12,PM,Thursday,Weekday,Long
negative,United,@united the wifi in the ewr lounge reminds me of the old days of dial up,12,PM,Thursday,Weekday,Short
negative,United,@united needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.,12,PM,Thursday,Weekday,Long
negative,United,@united too long for 140 characters,12,PM,Thursday,Weekday,Short
negative,United,@united Bos-SF was in between waivers. Business Cancelled Flighted due to weather before/after. No flexibility/compassion in extreme circumstances = 😔,12,PM,Thursday,Weekday,Long
negative,United,@united tried that already &amp; tried forgetting the wifi network connection. Still forces log in with incorrect email. Other suggestions?,12,PM,Thursday,Weekday,Long
negative,United,@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi,11,AM,Thursday,Weekday,Long
negative,United,@united or did you mean 24-26?,11,AM,Thursday,Weekday,Short
negative,United,@united has it been 4-6hrs yet?,11,AM,Thursday,Weekday,Short
negative,United,@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!,11,AM,Thursday,Weekday,Long
negative,United,"@United does a great job of answering public messages. Direct private messages, not so much.",11,AM,Thursday,Weekday,Short
negative,United,@united I work in customer support- extremely saddened United won't waive change fee for flights I had to Cancelled Flight due to east coast storms.,11,AM,Thursday,Weekday,Long
negative,United,@united how's my refund coming along??,11,AM,Thursday,Weekday,Short
negative,United,@united ANOTHER F*CKING DELAY IN THE PAST 32 HOURS!?,11,AM,Thursday,Weekday,Short
neutral,United,@united online inchecking able in the Netherlands (ams)?,11,AM,Thursday,Weekday,Short
negative,United,@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown,11,AM,Thursday,Weekday,Short
negative,United,@united how do you log out of wifi in flight? Don't see any option and made typo when logging in. HELP!!,11,AM,Thursday,Weekday,Long
neutral,United,"@united When will you have special promotions for flights departing Newark, NJ to St. John's, Antigua?",11,AM,Thursday,Weekday,Long
negative,United,@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.,11,AM,Thursday,Weekday,Long
negative,United,@united Just saying the truth. You don't even an email! #2015,11,AM,Thursday,Weekday,Short
negative,United,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc",11,AM,Thursday,Weekday,Long
neutral,United,@united Hi if a premium ec upgrade was paid for &amp; then a mileage BF upgrade done is the prem Eco upgrade fare refunded?,11,AM,Thursday,Weekday,Long
neutral,United,"@United, #deaffriendly? Getting there. Read your review on http://t.co/2Brt0aTHaU: http://t.co/WzNp5q1M0H",11,AM,Thursday,Weekday,Long
negative,United,@united we followed the baggage rules on your website and was still charges $150. But only going one way,10,AM,Thursday,Weekday,Long
negative,United,@united I sent you a dm hours ago,10,AM,Thursday,Weekday,Short
negative,United,@united Need to track lost luggage being shipped to me. Need ph # for human. Not automated 800-335-2247.,10,AM,Thursday,Weekday,Long
neutral,United,@united DM the conf # to you - did you receive it?,10,AM,Thursday,Weekday,Short
negative,United,@united no it weighed 45.5 and it was the only checked bag,10,AM,Thursday,Weekday,Short
neutral,United,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,10,AM,Thursday,Weekday,Long
negative,United,"@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks",10,AM,Thursday,Weekday,Short
negative,United,@united your website was down all day yesterday- tried 3x put all info in&amp;didnt go thru- today the flight I bought went up!,10,AM,Thursday,Weekday,Long
negative,United,@united you do realize my wife is waiting on a delayed flight at this very moment.  I'm not sure I understand your tweet.,10,AM,Thursday,Weekday,Long
negative,United,@united I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated,10,AM,Thursday,Weekday,Long
positive,United,@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:),10,AM,Thursday,Weekday,Short
negative,United,@united I have been denied. Not sure how you charge $150 one way then $25 on way hime,10,AM,Thursday,Weekday,Short
neutral,United,@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?,10,AM,Thursday,Weekday,Short
negative,United,"@united even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!",10,AM,Thursday,Weekday,Long
